,Organization Name,Organization Name URL,Headquarters Location,Industries,Last Funding Type,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Number of Employees,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Number of Funding Rounds,Acquisition Status,Acquired by,Acquired by URL,Number of Acquisitions,Acquisition Price Currency (in USD),Number of Founders,Unnamed: 20,Acquisition Price,Price Currency,Company Type,Founded Date,Twitter,Facebook,LinkedIn,Funding Status,Acquisition Type,Announced Date,Estimated Revenue Range
7136,Popwallet,https://www.crunchbase.com/organization/popwallet,"New York, New York, United States","Brand Marketing, Enterprise Software, Marketing Automation, Mobile, Retail Technology",Seed,2019-11-12,2000000.0,USD,2000000.0,11-50,4000000.0,USD,4000000.0,4.0,,,,,,2.0,,,,For Profit,2015-07-22,https://twitter.com/popwallet,https://www.facebook.com/Popwallet/,https://www.linkedin.com/company/popwallet/,Seed,,,Less than $1M
7137,Hemlane,https://www.crunchbase.com/organization/hemlane,"San Francisco, California, United States","Real Estate, SaaS, Software",Seed,2019-12-13,2500000.0,USD,2500000.0,1-10,3030000.0,USD,3030000.0,2.0,,,,,,2.0,,,,For Profit,2015-07-01,http://twitter.com/hemlane,https://www.facebook.com/hemlane,https://www.linkedin.com/company/hemlane,Seed,,,$1M to $10M
7138,Grakn Labs,https://www.crunchbase.com/organization/graknlabs,"London, England, United Kingdom","Database, Developer Platform, Infrastructure, Knowledge Management, Software",Seed,2015-07-01,2900000.0,GBP,4527366.0,11-50,2900000.0,GBP,4527366.0,1.0,,,,,,1.0,,,,For Profit,2015-07-01,https://twitter.com/graknlabs,https://www.facebook.com/graknlabs,https://www.linkedin.com/company/graknlabs,Seed,,,$1M to $10M
7141,Verusen,https://www.crunchbase.com/organization/autit,"Atlanta, Georgia, United States","Artificial Intelligence, Machine Learning, Manufacturing, SaaS, Sales Automation, Supply Chain Management, Wholesale",Seed,2018-10-16,2700000.0,USD,2700000.0,1-10,3125000.0,USD,3125000.0,3.0,,,,,,2.0,,,,For Profit,2015-07-01,https://twitter.com/Verusen_AI,https://www.facebook.com/autitmro,https://www.linkedin.com/company/autit,Seed,,,Less than $1M
7143,Civic Eagle,https://www.crunchbase.com/organization/civic-eagle,"Minneapolis, Minnesota, United States","B2B, SaaS, Software",Seed,2020-01-17,1300000.0,USD,1300000.0,1-10,2250000.0,USD,2250000.0,7.0,,,,,,2.0,,,,For Profit,2015-07-01,https://twitter.com/Civic_Eagle,https://www.facebook.com/civiceagle/,https://www.linkedin.com/company/civic-eagle/about/,Seed,,,Less than $1M
7144,TripScout,https://www.crunchbase.com/organization/tripscout,"Chicago, Illinois, United States",Travel,Seed,2019-04-24,2100000.0,USD,2100000.0,11-50,2100000.0,USD,2100000.0,2.0,,,,,,2.0,,,,For Profit,2015-07-02,https://www.twitter.com/tripscoutapp,https://www.facebook.com/tripscoutapp,https://www.linkedin.com/company/tripscout/,Seed,,,$1M to $10M
7146,Julia Computing,https://www.crunchbase.com/organization/julia-computing,"Cambridge, Massachusetts, United States","Big Data, Software",Seed,2017-06-19,4600000.0,USD,4600000.0,11-50,4600000.0,USD,4600000.0,1.0,,,,,,6.0,,,,For Profit,2015-07-01,https://twitter.com/JuliaComputing,https://www.facebook.com/juliacomputing/,https://www.linkedin.com/company/julia-computing,Seed,,,Less than $1M
7149,Ben & Frank,https://www.crunchbase.com/organization/ben-frank,"Mexico City, Distrito Federal, Mexico","E-Commerce, Fashion, Retail, Sales, Shopping",Seed,2018-02-23,,,,51-100,480000.0,USD,480000.0,2.0,,,,,,4.0,,,,For Profit,2015-07-01,https://www.twitter.com/benandfrank_mx,https://www.facebook.com/benandfrank.mx/,https://www.linkedin.com/company/ben-&-frank/,Seed,,,Less than $1M
7150,The Food Corridor,https://www.crunchbase.com/organization/the-food-corridor,"Fort Collins, Colorado, United States","Food and Beverage, Food Delivery, Food Processing, SaaS, Software",Seed,2018-01-12,800000.0,USD,800000.0,1-10,1400000.0,USD,1400000.0,2.0,,,,,,3.0,,,,For Profit,2015-07-01,https://twitter.com/TheFoodCorridor,https://www.facebook.com/thefoodcorridor,https://www.linkedin.com/company/7933805/,Seed,,,Less than $1M
7154,ClaimCompass,https://www.crunchbase.com/organization/claimcompass,"Mountain View, California, United States","Legal, Travel",Seed,2019-08-22,1300000.0,USD,1300000.0,11-50,1775000.0,USD,1775000.0,3.0,,,,,,3.0,,,,,2015-07-26,https://www.twitter.com/claimcompasseu,https://www.facebook.com/claimcompass.eu,https://www.linkedin.com/company/claimcompass-eu,Seed,,,$1M to $10M
7155,Gobi,https://www.crunchbase.com/organization/gobitech-as,"Oslo, Oslo, Norway",Media and Entertainment,Seed,2019-11-07,10000000.0,NOK,1097989.0,1-10,1597989.0,USD,1597989.0,2.0,,,,,,3.0,,,,For Profit,2015-07-29,,https://www.facebook.com/gobistories/,,Seed,,,Less than $1M
7156,GrabJobs,https://www.crunchbase.com/organization/grabjobs,"Singapore, Central Region, Singapore","Employment, Human Resources, Mobile Apps, Recruiting, Web Apps",Seed,2018-12-31,750000.0,USD,750000.0,11-50,1970000.0,USD,1970000.0,5.0,,,,,,2.0,,,,For Profit,2015-07-15,https://www.twitter.com/grabjobsapp,https://www.facebook.com/grabjobsapp,https://www.linkedin.com/company/grabjobs,Seed,,,Less than $1M
